Data;Hora;Turno;IBUTG (Int.);IBUTG (Ext.);TA;TG;TBU;Ponto de orvalho;UR;;;
16/01/2020;16:35:59;dia;32,3 °C; 32,2 °C; 40,0 °C; 40,7 °C; 28,7 °C; 24,3 °C;41,10%;;;
16/01/2020;16:37:59;dia;32,2 °C; 32,2 °C; 40,0 °C; 40,5 °C; 28,7 °C; 24,3 °C;41,20%;;;
16/01/2020;16:39:59;dia;32,1 °C; 32,1 °C; 39,9 °C; 40,4 °C; 28,6 °C; 24,3 °C;41,30%;;;
16/01/2020;16:41:59;dia;32,1 °C; 32,1 °C; 39,9 °C; 40,3 °C; 28,6 °C; 24,3 °C;41,40%;;;
16/01/2020;16:43:59;dia;32,1 °C; 32,0 °C; 39,8 °C; 40,2 °C; 28,6 °C; 24,3 °C;41,50%;;;
16/01/2020;16:45:59;dia;32,0 °C; 31,9 °C; 39,7 °C; 40,1 °C; 28,5 °C; 24,2 °C;41,60%;;;
16/01/2020;16:47:59;dia;32,0 °C; 31,9 °C; 39,6 °C; 40,1 °C; 28,5 °C; 24,2 °C;41,70%;;;
16/01/2020;16:49:59;dia;31,8 °C; 31,8 °C; 39,5 °C; 39,9 °C; 28,4 °C; 24,1 °C;41,80%;;;
16/01/2020;16:51:59;dia;31,8 °C; 31,8 °C; 39,4 °C; 39,8 °C; 28,4 °C; 24,1 °C;42,00%;;;
16/01/2020;16:53:59;dia;31,8 °C; 31,8 °C; 39,4 °C; 39,7 °C; 28,4 °C; 24,2 °C;42,10%;;;
16/01/2020;16:55:59;dia;31,8 °C; 31,7 °C; 39,3 °C; 39,6 °C; 28,4 °C; 24,1 °C;42,20%;;;
16/01/2020;16:57:59;dia;31,7 °C; 31,6 °C; 39,2 °C; 39,5 °C; 28,3 °C; 24,1 °C;42,30%;;;
16/01/2020;16:59:59;dia;31,6 °C; 31,6 °C; 39,1 °C; 39,4 °C; 28,3 °C; 24,1 °C;42,70%;;;
16/01/2020;17:01:59;dia;31,5 °C; 31,5 °C; 39,0 °C; 39,2 °C; 28,2 °C; 24,0 °C;42,60%;;;
16/01/2020;17:03:59;dia;31,5 °C; 31,4 °C; 38,9 °C; 39,1 °C; 28,2 °C; 24,0 °C;42,80%;;;
16/01/2020;17:05:59;dia;31,4 °C; 31,4 °C; 38,8 °C; 39,0 °C; 28,1 °C; 23,9 °C;42,90%;;;
16/01/2020;17:07:59;dia;31,4 °C; 31,4 °C; 38,8 °C; 38,9 °C; 28,2 °C; 24,0 °C;43,00%;;;
16/01/2020;17:09:59;dia;31,2 °C; 31,2 °C; 38,6 °C; 38,8 °C; 28,0 °C; 23,9 °C;43,20%;;;
16/01/2020;17:11:59;dia;31,2 °C; 31,2 °C; 38,6 °C; 38,7 °C; 28,0 °C; 23,9 °C;43,30%;;;
16/01/2020;17:13:59;dia;31,2 °C; 31,2 °C; 38,5 °C; 38,6 °C; 28,0 °C; 23,9 °C;43,50%;;;
16/01/2020;17:15:59;dia;31,2 °C; 31,1 °C; 38,4 °C; 38,5 °C; 28,0 °C; 23,9 °C;43,80%;;;
16/01/2020;17:17:59;dia;31,0 °C; 31,0 °C; 38,2 °C; 38,4 °C; 27,8 °C; 23,7 °C;43,70%;;;
16/01/2020;17:19:59;dia;31,0 °C; 31,0 °C; 38,2 °C; 38,3 °C; 27,9 °C; 23,8 °C;43,90%;;;
16/01/2020;17:21:59;dia;30,9 °C; 30,9 °C; 38,1 °C; 38,1 °C; 27,8 °C; 23,7 °C;44,00%;;;
16/01/2020;17:23:59;dia;30,9 °C; 30,9 °C; 38,0 °C; 38,1 °C; 27,8 °C; 23,7 °C;44,20%;;;
16/01/2020;17:25:59;dia;30,8 °C; 30,8 °C; 37,9 °C; 38,0 °C; 27,7 °C; 23,7 °C;44,30%;;;
16/01/2020;17:27:59;dia;30,8 °C; 30,8 °C; 37,8 °C; 38,0 °C; 27,7 °C; 23,6 °C;44,40%;;;
16/01/2020;17:29:59;dia;30,7 °C; 30,7 °C; 37,7 °C; 38,0 °C; 27,6 °C; 23,5 °C;44,50%;;;
16/01/2020;17:31:59;dia;30,7 °C; 30,7 °C; 37,7 °C; 37,9 °C; 27,6 °C; 23,5 °C;44,50%;;;
16/01/2020;17:33:59;dia;30,6 °C; 30,6 °C; 37,6 °C; 37,8 °C; 27,5 °C; 23,5 °C;44,60%;;;
16/01/2020;17:35:59;dia;30,6 °C; 30,5 °C; 37,5 °C; 37,7 °C; 27,5 °C; 23,4 °C;44,70%;;;
16/01/2020;17:37:59;dia;30,6 °C; 30,6 °C; 37,5 °C; 37,7 °C; 27,6 °C; 23,7 °C;45,40%;;;
16/01/2020;17:39:59;dia;30,5 °C; 30,5 °C; 37,4 °C; 37,6 °C; 27,5 °C; 23,5 °C;45,10%;;;
16/01/2020;17:41:59;dia;30,5 °C; 30,5 °C; 37,4 °C; 37,5 °C; 27,5 °C; 23,6 °C;45,40%;;;
16/01/2020;17:43:59;dia;30,5 °C; 30,5 °C; 37,3 °C; 37,4 °C; 27,5 °C; 23,5 °C;45,30%;;;
16/01/2020;17:45:59;dia;30,4 °C; 30,4 °C; 37,2 °C; 37,3 °C; 27,4 °C; 23,4 °C;45,40%;;;
16/01/2020;17:47:59;dia;30,3 °C; 30,3 °C; 37,1 °C; 37,2 °C; 27,4 °C; 23,5 °C;45,80%;;;
16/01/2020;17:49:59;dia;30,3 °C; 30,3 °C; 37,1 °C; 37,1 °C; 27,4 °C; 23,5 °C;45,80%;;;
16/01/2020;17:51:59;dia;30,3 °C; 30,3 °C; 37,0 °C; 37,0 °C; 27,4 °C; 23,5 °C;46,20%;;;
16/01/2020;17:53:59;dia;30,2 °C; 30,2 °C; 36,9 °C; 36,9 °C; 27,3 °C; 23,4 °C;46,10%;;;
16/01/2020;17:55:59;dia;30,1 °C; 30,1 °C; 36,8 °C; 36,7 °C; 27,3 °C; 23,5 °C;46,70%;;;
16/01/2020;17:57:59;dia;30,0 °C; 30,0 °C; 36,7 °C; 36,6 °C; 27,2 °C; 23,4 °C;46,60%;;;
16/01/2020;17:59:59;dia;30,1 °C; 30,1 °C; 36,7 °C; 36,5 °C; 27,3 °C; 23,5 °C;47,00%;;;
16/01/2020;18:01:59;noite;30,0 °C; 30,0 °C; 36,5 °C; 36,4 °C; 27,2 °C; 23,5 °C;47,30%;;;
16/01/2020;18:03:59;noite;29,8 °C; 29,8 °C; 36,4 °C; 36,1 °C; 27,1 °C; 23,4 °C;47,30%;;;
16/01/2020;18:05:59;noite;29,8 °C; 29,8 °C; 36,2 °C; 35,8 °C; 27,2 °C; 23,6 °C;48,40%;;;
16/01/2020;18:07:59;noite;29,5 °C; 29,6 °C; 35,9 °C; 35,4 °C; 27,0 °C; 23,4 °C;48,60%;;;
16/01/2020;18:09:59;noite;29,8 °C; 29,8 °C; 35,7 °C; 35,1 °C; 27,5 °C; 24,3 °C;52,10%;;;
16/01/2020;18:11:59;noite;29,6 °C; 29,7 °C; 35,4 °C; 34,8 °C; 27,4 °C; 24,3 °C;52,90%;;;
16/01/2020;18:13:59;noite;29,5 °C; 29,5 °C; 35,1 °C; 34,6 °C; 27,3 °C; 24,3 °C;53,60%;;;
16/01/2020;18:15:59;noite;29,3 °C; 29,3 °C; 34,9 °C; 34,3 °C; 27,1 °C; 24,0 °C;53,20%;;;
16/01/2020;18:17:59;noite;29,2 °C; 29,3 °C; 34,8 °C; 34,2 °C; 27,1 °C; 24,1 °C;54,10%;;;
16/01/2020;18:19:59;noite;29,1 °C; 29,2 °C; 34,6 °C; 34,0 °C; 27,0 °C; 24,0 °C;54,10%;;;
16/01/2020;18:21:59;noite;29,0 °C; 29,1 °C; 34,5 °C; 33,9 °C; 26,9 °C; 23,9 °C;54,20%;;;
16/01/2020;18:23:59;noite;28,9 °C; 29,0 °C; 34,3 °C; 33,8 °C; 26,8 °C; 23,8 °C;54,50%;;;
16/01/2020;18:25:59;noite;28,9 °C; 29,0 °C; 34,2 °C; 33,6 °C; 26,9 °C; 24,0 °C;55,60%;;;
16/01/2020;18:27:59;noite;28,8 °C; 28,9 °C; 34,0 °C; 33,5 °C; 26,8 °C; 24,0 °C;56,00%;;;
16/01/2020;18:29:59;noite;28,7 °C; 28,8 °C; 33,9 °C; 33,4 °C; 26,7 °C; 23,8 °C;55,60%;;;
16/01/2020;18:31:59;noite;28,7 °C; 28,7 °C; 33,8 °C; 33,3 °C; 26,7 °C; 23,9 °C;56,50%;;;
16/01/2020;18:33:59;noite;28,6 °C; 28,6 °C; 33,6 °C; 33,2 °C; 26,6 °C; 23,8 °C;56,70%;;;
16/01/2020;18:35:59;noite;28,5 °C; 28,5 °C; 33,6 °C; 33,1 °C; 26,5 °C; 23,7 °C;56,20%;;;
16/01/2020;18:37:59;noite;28,3 °C; 28,3 °C; 33,4 °C; 32,9 °C; 26,3 °C; 23,5 °C;56,20%;;;
16/01/2020;18:39:59;noite;28,3 °C; 28,4 °C; 33,3 °C; 32,9 °C; 26,4 °C; 23,6 °C;56,90%;;;
16/01/2020;18:41:59;noite;28,2 °C; 28,2 °C; 33,2 °C; 32,8 °C; 26,2 °C; 23,4 °C;56,40%;;;
16/01/2020;18:43:59;noite;28,2 °C; 28,3 °C; 33,2 °C; 32,8 °C; 26,3 °C; 23,5 °C;56,80%;;;
16/01/2020;18:45:59;noite;28,1 °C; 28,1 °C; 33,1 °C; 32,7 °C; 26,1 °C; 23,3 °C;56,50%;;;
16/01/2020;18:47:59;noite;28,1 °C; 28,1 °C; 33,0 °C; 32,7 °C; 26,1 °C; 23,3 °C;56,80%;;;
16/01/2020;18:49:59;noite;28,0 °C; 28,0 °C; 33,0 °C; 32,7 °C; 26,0 °C; 23,2 °C;56,50%;;;
16/01/2020;18:51:59;noite;28,0 °C; 28,0 °C; 32,9 °C; 32,6 °C; 26,0 °C; 23,1 °C;56,50%;;;
16/01/2020;18:53:59;noite;28,0 °C; 28,0 °C; 32,9 °C; 32,6 °C; 26,0 °C; 23,1 °C;56,40%;;;
16/01/2020;18:55:59;noite;27,9 °C; 27,9 °C; 32,8 °C; 32,6 °C; 25,9 °C; 23,0 °C;56,30%;;;
16/01/2020;18:57:59;noite;27,9 °C; 27,9 °C; 32,8 °C; 32,6 °C; 25,9 °C; 23,0 °C;56,40%;;;
16/01/2020;18:59:59;noite;27,9 °C; 27,9 °C; 32,8 °C; 32,6 °C; 25,9 °C; 23,0 °C;56,60%;;;
16/01/2020;19:01:59;noite;27,8 °C; 27,9 °C; 32,8 °C; 32,6 °C; 25,8 °C; 22,9 °C;56,20%;;;
16/01/2020;19:03:59;noite;27,8 °C; 27,8 °C; 32,7 °C; 32,6 °C; 25,7 °C; 22,8 °C;56,10%;;;
16/01/2020;19:05:59;noite;27,7 °C; 27,8 °C; 32,7 °C; 32,5 °C; 25,7 °C; 22,8 °C;56,20%;;;
16/01/2020;19:07:59;noite;27,7 °C; 27,8 °C; 32,7 °C; 32,5 °C; 25,7 °C; 22,8 °C;56,10%;;;
16/01/2020;19:09:59;noite;27,7 °C; 27,8 °C; 32,7 °C; 32,5 °C; 25,7 °C; 22,8 °C;56,00%;;;
16/01/2020;19:11:59;noite;27,8 °C; 27,8 °C; 32,7 °C; 32,5 °C; 25,8 °C; 22,9 °C;56,30%;;;
16/01/2020;19:13:59;noite;27,7 °C; 27,8 °C; 32,7 °C; 32,5 °C; 25,7 °C; 22,8 °C;56,10%;;;
16/01/2020;19:15:59;noite;27,7 °C; 27,8 °C; 32,6 °C; 32,5 °C; 25,7 °C; 22,8 °C;56,50%;;;
16/01/2020;19:17:59;noite;27,7 °C; 27,7 °C; 32,6 °C; 32,5 °C; 25,6 °C; 22,7 °C;55,90%;;;
16/01/2020;19:19:59;noite;27,7 °C; 27,7 °C; 32,6 °C; 32,5 °C; 25,6 °C; 22,6 °C;55,80%;;;
16/01/2020;19:21:59;noite;29,0 °C; 29,0 °C; 32,5 °C; 32,4 °C; 27,5 °C; 25,7 °C;67,40%;;;
16/01/2020;19:23:59;noite;28,9 °C; 28,9 °C; 32,2 °C; 32,0 °C; 27,6 °C; 26,0 °C;70,00%;;;
16/01/2020;19:25:59;noite;29,0 °C; 29,0 °C; 32,1 °C; 31,9 °C; 27,7 °C; 26,2 °C;70,90%;;;
16/01/2020;19:27:59;noite;29,3 °C; 29,3 °C; 32,7 °C; 32,5 °C; 27,9 °C; 26,3 °C;69,30%;;;
16/01/2020;19:29:59;noite;29,4 °C; 29,4 °C; 32,8 °C; 33,0 °C; 27,9 °C; 26,2 °C;68,40%;;;
16/01/2020;19:31:59;noite;29,5 °C; 29,4 °C; 33,0 °C; 33,1 °C; 27,9 °C; 26,1 °C;67,30%;;;
16/01/2020;19:33:59;noite;29,5 °C; 29,5 °C; 33,1 °C; 33,2 °C; 27,9 °C; 26,0 °C;66,50%;;;
16/01/2020;19:35:59;noite;29,4 °C; 29,4 °C; 33,2 °C; 33,2 °C; 27,8 °C; 25,9 °C;65,80%;;;
16/01/2020;19:37:59;noite;29,4 °C; 29,4 °C; 33,2 °C; 33,2 °C; 27,7 °C; 25,8 °C;65,20%;;;
16/01/2020;19:39:59;noite;29,4 °C; 29,4 °C; 33,2 °C; 33,2 °C; 27,7 °C; 25,7 °C;64,80%;;;
16/01/2020;19:41:59;noite;29,3 °C; 29,3 °C; 33,2 °C; 33,2 °C; 27,6 °C; 25,6 °C;64,50%;;;
16/01/2020;19:43:59;noite;29,2 °C; 29,2 °C; 33,2 °C; 33,1 °C; 27,5 °C; 25,5 °C;64,20%;;;
16/01/2020;19:45:59;noite;29,2 °C; 29,2 °C; 33,2 °C; 33,1 °C; 27,5 °C; 25,5 °C;64,00%;;;
16/01/2020;19:47:59;noite;29,2 °C; 29,2 °C; 33,2 °C; 33,1 °C; 27,5 °C; 25,4 °C;63,70%;;;
16/01/2020;19:49:59;noite;29,1 °C; 29,1 °C; 33,2 °C; 33,1 °C; 27,4 °C; 25,3 °C;63,50%;;;
16/01/2020;19:51:59;noite;29,1 °C; 29,1 °C; 33,2 °C; 33,0 °C; 27,4 °C; 25,3 °C;63,40%;;;
16/01/2020;19:53:59;noite;29,0 °C; 29,0 °C; 33,1 °C; 33,0 °C; 27,3 °C; 25,2 °C;63,20%;;;
16/01/2020;19:55:59;noite;29,0 °C; 29,0 °C; 33,1 °C; 32,9 °C; 27,3 °C; 25,1 °C;63,10%;;;
16/01/2020;19:57:59;noite;29,0 °C; 29,0 °C; 33,1 °C; 32,9 °C; 27,3 °C; 25,1 °C;62,90%;;;
16/01/2020;19:59:59;noite;29,0 °C; 29,0 °C; 33,1 °C; 32,9 °C; 27,3 °C; 25,1 °C;62,80%;;;
16/01/2020;20:01:59;noite;28,8 °C; 28,8 °C; 33,0 °C; 32,9 °C; 27,1 °C; 24,9 °C;62,60%;;;
16/01/2020;20:03:59;noite;28,8 °C; 28,8 °C; 33,0 °C; 32,8 °C; 27,1 °C; 24,9 °C;62,50%;;;
16/01/2020;20:05:59;noite;28,8 °C; 28,8 °C; 33,0 °C; 32,8 °C; 27,1 °C; 24,9 °C;62,50%;;;
16/01/2020;20:07:59;noite;28,7 °C; 28,8 °C; 32,9 °C; 32,8 °C; 27,0 °C; 24,8 °C;62,40%;;;
16/01/2020;20:09:59;noite;28,7 °C; 28,7 °C; 32,9 °C; 32,7 °C; 27,0 °C; 24,8 °C;62,40%;;;
16/01/2020;20:11:59;noite;28,6 °C; 28,6 °C; 32,8 °C; 32,6 °C; 26,9 °C; 24,7 °C;62,40%;;;
16/01/2020;20:13:59;noite;28,5 °C; 28,5 °C; 32,7 °C; 32,4 °C; 26,8 °C; 24,6 °C;62,60%;;;
16/01/2020;20:15:59;noite;28,3 °C; 28,4 °C; 32,5 °C; 32,1 °C; 26,7 °C; 24,5 °C;62,90%;;;
16/01/2020;20:17:59;noite;28,2 °C; 28,3 °C; 32,3 °C; 31,8 °C; 26,7 °C; 24,5 °C;63,40%;;;
16/01/2020;20:19:59;noite;28,0 °C; 28,1 °C; 32,1 °C; 31,6 °C; 26,5 °C; 24,4 °C;63,90%;;;
16/01/2020;20:21:59;noite;27,9 °C; 28,0 °C; 31,9 °C; 31,4 °C; 26,4 °C; 24,3 °C;64,30%;;;
16/01/2020;20:23:59;noite;27,8 °C; 27,9 °C; 31,8 °C; 31,2 °C; 26,4 °C; 24,3 °C;64,60%;;;
16/01/2020;20:25:59;noite;27,7 °C; 27,8 °C; 31,6 °C; 31,1 °C; 26,3 °C; 24,2 °C;64,80%;;;
16/01/2020;20:27:59;noite;27,6 °C; 27,7 °C; 31,5 °C; 30,9 °C; 26,2 °C; 24,1 °C;64,90%;;;
16/01/2020;20:29:58;noite;27,5 °C; 27,6 °C; 31,4 °C; 30,9 °C; 26,1 °C; 24,0 °C;65,00%;;;
16/01/2020;20:31:58;noite;27,5 °C; 27,6 °C; 31,3 °C; 30,8 °C; 26,1 °C; 24,0 °C;65,20%;;;
16/01/2020;20:33:58;noite;27,4 °C; 27,5 °C; 31,2 °C; 30,7 °C; 26,0 °C; 23,9 °C;65,30%;;;
16/01/2020;20:35:58;noite;27,3 °C; 27,4 °C; 31,1 °C; 30,6 °C; 25,9 °C; 23,8 °C;65,30%;;;
16/01/2020;20:37:58;noite;27,2 °C; 27,3 °C; 31,0 °C; 30,5 °C; 25,8 °C; 23,8 °C;65,50%;;;
16/01/2020;20:39:58;noite;27,1 °C; 27,2 °C; 30,9 °C; 30,5 °C; 25,7 °C; 23,7 °C;65,50%;;;
16/01/2020;20:41:58;noite;27,1 °C; 27,2 °C; 30,9 °C; 30,5 °C; 25,7 °C; 23,7 °C;65,40%;;;
16/01/2020;20:43:58;noite;27,1 °C; 27,2 °C; 30,8 °C; 30,4 °C; 25,7 °C; 23,6 °C;65,50%;;;
16/01/2020;20:45:58;noite;27,1 °C; 27,2 °C; 30,8 °C; 30,4 °C; 25,7 °C; 23,6 °C;65,40%;;;
16/01/2020;20:47:58;noite;27,0 °C; 27,0 °C; 30,7 °C; 30,4 °C; 25,5 °C; 23,4 °C;65,30%;;;
16/01/2020;20:49:58;noite;27,0 °C; 27,0 °C; 30,7 °C; 30,4 °C; 25,5 °C; 23,4 °C;65,30%;;;
16/01/2020;20:51:58;noite;26,9 °C; 27,0 °C; 30,7 °C; 30,3 °C; 25,5 °C; 23,4 °C;65,20%;;;
16/01/2020;20:53:58;noite;26,9 °C; 26,9 °C; 30,6 °C; 30,3 °C; 25,4 °C; 23,3 °C;65,30%;;;
16/01/2020;20:55:58;noite;26,9 °C; 26,9 °C; 30,6 °C; 30,3 °C; 25,4 °C; 23,3 °C;65,20%;;;
16/01/2020;20:57:58;noite;26,8 °C; 26,8 °C; 30,5 °C; 30,2 °C; 25,3 °C; 23,2 °C;65,20%;;;
16/01/2020;20:59:58;noite;26,8 °C; 26,8 °C; 30,5 °C; 30,2 °C; 25,3 °C; 23,2 °C;65,10%;;;
16/01/2020;21:01:58;noite;26,7 °C; 26,7 °C; 30,4 °C; 30,1 °C; 25,2 °C; 23,1 °C;65,20%;;;
16/01/2020;21:03:58;noite;27,4 °C; 27,5 °C; 30,4 °C; 30,1 °C; 26,3 °C; 24,8 °C;72,00%;;;
16/01/2020;21:05:58;noite;25,5 °C; 25,5 °C; 29,6 °C; 29,4 °C; 23,8 °C; 21,1 °C;60,50%;;;
16/01/2020;21:07:58;noite;24,5 °C; 24,6 °C; 28,5 °C; 28,4 °C; 22,9 °C; 20,3 °C;61,20%;;;
16/01/2020;21:09:58;noite;24,3 °C; 24,3 °C; 27,5 °C; 27,5 °C; 22,9 °C; 20,7 °C;66,40%;;;
16/01/2020;21:11:58;noite;24,2 °C; 24,2 °C; 26,4 °C; 26,8 °C; 23,1 °C; 21,7 °C;75,60%;;;
16/01/2020;21:13:58;noite;24,2 °C; 24,2 °C; 26,1 °C; 26,5 °C; 23,2 °C; 22,0 °C;78,10%;;;
16/01/2020;21:15:58;noite;24,1 °C; 24,1 °C; 26,0 °C; 26,5 °C; 23,1 °C; 21,8 °C;77,70%;;;
16/01/2020;21:17:58;noite;24,9 °C; 24,9 °C; 26,4 °C; 26,4 °C; 24,2 °C; 23,3 °C;83,00%;;;
16/01/2020;21:19:58;noite;24,4 °C; 24,4 °C; 26,2 °C; 26,4 °C; 23,6 °C; 22,5 °C;79,90%;;;
16/01/2020;21:21:58;noite;22,5 °C; 22,4 °C; 25,7 °C; 26,1 °C; 20,9 °C; 18,4 °C;64,20%;;;
16/01/2020;21:23:58;noite;20,5 °C; 20,5 °C; 24,9 °C; 25,5 °C; 18,4 °C; 13,9 °C;50,50%;;;
16/01/2020;21:25:58;noite;22,3 °C; 22,2 °C; 24,8 °C; 25,2 °C; 21,0 °C; 19,1 °C;70,50%;;;
16/01/2020;21:27:58;noite;22,8 °C; 22,8 °C; 24,8 °C; 25,3 °C; 21,8 °C; 20,3 °C;76,30%;;;
16/01/2020;21:29:58;noite;22,5 °C; 22,4 °C; 24,8 °C; 25,3 °C; 21,3 °C; 19,6 °C;72,90%;;;
16/01/2020;21:31:58;noite;21,4 °C; 21,3 °C; 24,6 °C; 25,1 °C; 19,8 °C; 17,1 °C;63,10%;;;
16/01/2020;21:33:58;noite;21,4 °C; 21,4 °C; 24,3 °C; 24,8 °C; 20,0 °C; 17,6 °C;66,20%;;;
16/01/2020;21:35:58;noite;22,5 °C; 22,4 °C; 24,3 °C; 24,7 °C; 21,5 °C; 20,1 °C;77,30%;;;
16/01/2020;21:37:58;noite;21,5 °C; 21,5 °C; 24,0 °C; 24,6 °C; 20,2 °C; 18,1 °C;69,40%;;;
16/01/2020;21:39:58;noite;23,2 °C; 23,2 °C; 24,6 °C; 24,9 °C; 22,5 °C; 21,5 °C;83,10%;;;
16/01/2020;21:41:58;noite;22,7 °C; 22,7 °C; 24,5 °C; 24,9 °C; 21,8 °C; 20,6 °C;78,90%;;;
16/01/2020;21:43:58;noite;23,2 °C; 23,2 °C; 24,8 °C; 25,3 °C; 22,3 °C; 21,2 °C;80,50%;;;
16/01/2020;21:45:58;noite;23,4 °C; 23,4 °C; 24,8 °C; 25,1 °C; 22,7 °C; 21,8 °C;83,60%;;;
16/01/2020;21:47:58;noite;23,6 °C; 23,6 °C; 25,1 °C; 25,4 °C; 22,9 °C; 21,9 °C;82,30%;;;
16/01/2020;21:49:58;noite;23,8 °C; 23,8 °C; 25,3 °C; 25,5 °C; 23,1 °C; 22,2 °C;83,20%;;;
16/01/2020;21:51:58;noite;24,0 °C; 23,9 °C; 25,4 °C; 25,7 °C; 23,2 °C; 22,2 °C;82,60%;;;
16/01/2020;21:53:58;noite;22,3 °C; 22,2 °C; 25,3 °C; 25,7 °C; 20,8 °C; 18,4 °C;65,80%;;;
16/01/2020;21:55:58;noite;20,5 °C; 20,4 °C; 24,8 °C; 25,1 °C; 18,5 °C; 14,3 °C;52,00%;;;
16/01/2020;21:57:58;noite;23,8 °C; 23,8 °C; 25,4 °C; 25,7 °C; 23,0 °C; 21,9 °C;80,80%;;;
16/01/2020;21:59:58;noite;24,2 °C; 24,2 °C; 25,8 °C; 26,0 °C; 23,5 °C; 22,6 °C;82,50%;;;
16/01/2020;22:01:58;noite;24,7 °C; 24,7 °C; 26,0 °C; 26,3 °C; 24,0 °C; 23,2 °C;84,70%;;;
16/01/2020;22:03:58;noite;24,2 °C; 24,2 °C; 26,2 °C; 26,6 °C; 23,2 °C; 21,9 °C;77,10%;;;
16/01/2020;22:05:58;noite;24,3 °C; 24,3 °C; 26,5 °C; 26,8 °C; 23,3 °C; 21,9 °C;75,90%;;;
16/01/2020;22:07:58;noite;24,5 °C; 24,5 °C; 26,8 °C; 27,0 °C; 23,5 °C; 22,0 °C;75,00%;;;
16/01/2020;22:09:58;noite;24,6 °C; 24,6 °C; 27,0 °C; 27,3 °C; 23,5 °C; 22,0 °C;74,30%;;;
16/01/2020;22:11:58;noite;24,8 °C; 24,7 °C; 27,2 °C; 27,5 °C; 23,6 °C; 22,1 °C;73,90%;;;
16/01/2020;22:13:58;noite;25,0 °C; 24,9 °C; 27,4 °C; 27,7 °C; 23,8 °C; 22,3 °C;73,80%;;;
16/01/2020;22:15:58;noite;25,2 °C; 25,1 °C; 27,6 °C; 27,9 °C; 24,0 °C; 22,4 °C;73,50%;;;
16/01/2020;22:17:58;noite;25,2 °C; 25,2 °C; 27,7 °C; 28,0 °C; 24,0 °C; 22,5 °C;73,40%;;;
16/01/2020;22:19:58;noite;25,4 °C; 25,3 °C; 27,9 °C; 28,1 °C; 24,2 °C; 22,7 °C;73,30%;;;
16/01/2020;22:21:58;noite;25,6 °C; 25,5 °C; 28,1 °C; 28,3 °C; 24,4 °C; 22,9 °C;73,30%;;;
16/01/2020;22:23:58;noite;25,7 °C; 25,7 °C; 28,2 °C; 28,5 °C; 24,5 °C; 22,9 °C;72,90%;;;
16/01/2020;22:25:58;noite;25,8 °C; 25,8 °C; 28,4 °C; 28,7 °C; 24,6 °C; 23,1 °C;73,00%;;;
16/01/2020;22:27:58;noite;26,0 °C; 25,9 °C; 28,5 °C; 28,9 °C; 24,7 °C; 23,1 °C;72,60%;;;
16/01/2020;22:29:58;noite;26,1 °C; 26,1 °C; 28,7 °C; 29,0 °C; 24,9 °C; 23,3 °C;72,60%;;;
16/01/2020;22:31:58;noite;26,2 °C; 26,1 °C; 28,8 °C; 29,1 °C; 24,9 °C; 23,3 °C;72,40%;;;
16/01/2020;22:33:58;noite;26,3 °C; 26,2 °C; 28,9 °C; 29,3 °C; 25,0 °C; 23,4 °C;72,10%;;;
16/01/2020;22:35:58;noite;26,4 °C; 26,3 °C; 29,0 °C; 29,3 °C; 25,1 °C; 23,5 °C;72,20%;;;
16/01/2020;22:37:58;noite;26,7 °C; 26,6 °C; 29,1 °C; 29,4 °C; 25,5 °C; 24,1 °C;74,30%;;;
16/01/2020;22:39:58;noite;26,7 °C; 26,7 °C; 29,2 °C; 29,5 °C; 25,5 °C; 24,0 °C;73,50%;;;
16/01/2020;22:41:58;noite;26,7 °C; 26,7 °C; 29,2 °C; 29,5 °C; 25,5 °C; 24,0 °C;73,60%;;;
16/01/2020;22:43:58;noite;25,3 °C; 25,3 °C; 27,9 °C; 28,5 °C; 24,0 °C; 22,4 °C;72,20%;;;
16/01/2020;22:45:58;noite;23,1 °C; 23,0 °C; 26,4 °C; 27,3 °C; 21,3 °C; 18,7 °C;62,70%;;;
16/01/2020;22:47:58;noite;23,7 °C; 23,6 °C; 25,7 °C; 26,5 °C; 22,5 °C; 21,0 °C;75,30%;;;
16/01/2020;22:49:58;noite;23,6 °C; 23,5 °C; 25,3 °C; 25,9 °C; 22,6 °C; 21,4 °C;79,20%;;;
16/01/2020;22:51:58;noite;21,8 °C; 21,7 °C; 24,9 °C; 25,4 °C; 20,2 °C; 17,6 °C;63,80%;;;
16/01/2020;22:53:58;noite;21,9 °C; 21,9 °C; 24,4 °C; 25,0 °C; 20,6 °C; 18,6 °C;70,20%;;;
16/01/2020;22:55:58;noite;22,6 °C; 22,6 °C; 24,2 °C; 24,8 °C; 21,7 °C; 20,5 °C;79,80%;;;
16/01/2020;22:57:58;noite;22,2 °C; 22,2 °C; 24,0 °C; 24,6 °C; 21,2 °C; 19,8 °C;77,50%;;;
16/01/2020;22:59:58;noite;23,8 °C; 23,8 °C; 24,4 °C; 24,7 °C; 23,4 °C; 23,0 °C;91,90%;;;
16/01/2020;23:01:58;noite;23,8 °C; 23,8 °C; 24,8 °C; 25,2 °C; 23,2 °C; 22,5 °C;87,10%;;;
16/01/2020;23:03:58;noite;23,9 °C; 23,9 °C; 24,9 °C; 25,2 °C; 23,4 °C; 22,8 °C;88,20%;;;
16/01/2020;23:05:58;noite;23,7 °C; 23,7 °C; 24,8 °C; 25,1 °C; 23,1 °C; 22,4 °C;86,40%;;;
